cwe_id,name,score,search_source
190,Integer Overflow or Wraparound,6914.704690649848,base_query
125,Out-of-bounds Read,6650.855662590491,base_query
193,Off-by-one Error,6460.980517944643,base_query
451,User Interface (UI) Misrepresentation of Critical Information,6381.075414423193,base_query
119,Improper Restriction of Operations within the Bounds of a Memory Buffer,6344.684108445038,base_query
