cwe_id,name,score,search_source
639,Authorization Bypass Through User-Controlled Key,6545.757067920359,base_query
611,Improper Restriction of XML External Entity Reference,6204.02241074762,base_query
472,External Control of Assumed-Immutable Web Parameter,6196.288670565438,base_query
200,Exposure of Sensitive Information to an Unauthorized Actor,6096.9246712578315,base_query
863,Incorrect Authorization,6028.010295446233,base_query
