cwe_id,name,type,score
74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),Class,0.7656485286538437
88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),Base,0.7480929817839225
99,Improper Control of Resource Identifiers ('Resource Injection'),Class,0.7347783436118491
184,Incomplete List of Disallowed Inputs,Base,0.7342583112387263
917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),Base,0.7332114133299947
73,External Control of File Name or Path,Base,0.7309437931238731
138,Improper Neutralization of Special Elements,Class,0.7272957237071899
41,Improper Resolution of Path Equivalence,Base,0.727225223427104
134,Use of Externally-Controlled Format String,Base,0.7224913452949797
610,Externally Controlled Reference to a Resource in Another Sphere,Class,0.7218501159138626
